"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CDKN1C",-1.11411622366389,3.71701235300821,-5.3730995422091,1.8462415117719e-06,3.0213022247846e-05,4.67891376839676
"MNX1",1.57577544848102,1.50545701993209,5.3715830859791,1.85624368220394e-06,3.03054278732211e-05,4.67366309324959
"HAGHL",1.12122965090649,4.10120864734834,5.36569077088951,1.89561868957242e-06,3.08468859484966e-05,4.65326502652027
"MICU3",-1.14472055140148,1.9410831296701,-5.36056066591133,1.93057152277592e-06,3.13386646944728e-05,4.63551060432254
"TRIB3",1.20238387770298,3.26074086637916,5.35903598558803,1.94108179585778e-06,3.14835544505292e-05,4.63023484813583
"NUP210",1.37030435416351,4.54425456676079,5.3584303464106,1.94527239520706e-06,3.15257889236289e-05,4.62813930778389
"VGLL3",-1.22284942938822,3.6293648094465,-5.35546596158744,1.96591315333994e-06,3.18084107847811e-05,4.61788334071189
"C4orf48",1.60445961587877,3.7065488726359,5.35486264774901,1.97014039895426e-06,3.18508702903354e-05,4.61579623102969
"STON2",-1.25779918262758,3.86252345497737,-5.35458443387195,1.97209278720822e-06,3.18565134870245e-05,4.6148337972271
"MYOC",-1.38830553296543,0.751922227908559,-5.35386070418917,1.97718057624092e-06,3.18868513549763e-05,4.61233024186235
"DAB2",-1.05286967193722,5.03213389627121,-5.35277896742281,1.98480932440765e-06,3.19580036196561e-05,4.6085884287181
"EZH2",1.24534086126402,2.8835309185029,5.33692581009835,2.10000400748526e-06,3.36220625501407e-05,4.55377526547213
"PLP1",-1.61395567911498,2.35581734635652,-5.33637206093255,2.10414491566212e-06,3.36612361749522e-05,4.55186146864497
"LRRC17",-1.02956320080611,1.9132465524694,-5.3340820614796,2.12135522384277e-06,3.38730016573773e-05,4.54394765785951
"DNA2",1.06465753835205,1.8527675402193,5.33393082561135,2.12249670659997e-06,3.38730016573773e-05,4.54342504848261
"SOCS2",-1.35665430835069,3.39362476415694,-5.33269102979578,2.13187721162273e-06,3.39681381858316e-05,4.53914097755423
"HDC",-1.67445253849148,2.36928496668429,-5.32974754359764,2.15431244854691e-06,3.42706437471406e-05,4.52897098593722
"OLFML3",-1.20542905308457,4.47384543049816,-5.32552522820631,2.18690261728897e-06,3.47612544823317e-05,4.51438529415912
"BCL2",-1.07125221331478,4.68202010486046,-5.32001674897416,2.23015302763161e-06,3.53921010431409e-05,4.49536154850472
"ARHGEF15",-1.02014457502803,3.87143733785958,-5.31571319881043,2.26452959749769e-06,3.58517438826148e-05,4.48050295261224
"C1QTNF7",-1.55690664195035,1.54716344350455,-5.3140744824313,2.27775670296011e-06,3.60324426203141e-05,4.47484595754928
"BCL6",-1.01373844128726,5.7393275535388,-5.31203206153773,2.29434920006668e-06,3.62660495275457e-05,4.46779603285221
"SQLE",1.18750994164362,3.23863339213558,5.31170883396451,2.29698599631955e-06,3.62788670595177e-05,4.46668040302097
"SGK2",-1.29133498135328,1.76431326130039,-5.31082528357653,2.30420902145692e-06,3.63640421344937e-05,4.46363090054862
"AC011239.1",-1.15541525392418,1.47665081418866,-5.3103036270498,2.30848408893294e-06,3.64025955261973e-05,4.46183051322473
"NR2F6",1.10011349664821,4.82763636259859,5.30901665498451,2.31906457684235e-06,3.65404393951472e-05,4.45738901655645
"MYL9",-1.16691136971202,7.59835901416599,-5.30418640456991,2.3592039876905e-06,3.70846709109355e-05,4.44072197799013
"OLFM1",-1.08732025519947,2.72189879645558,-5.3000423867481,2.39418695551057e-06,3.75454622091866e-05,4.42642628109982
"ADAMTS9",-1.63185308152515,4.01037147735867,-5.29911327193956,2.40210037005191e-06,3.76398519341967e-05,4.42322153564256
"CHL1",-1.41689755155475,2.58009158919047,-5.279434426487,2.5759066310399e-06,4.0016175803074e-05,4.35538240806724
"PCNA",1.29348675760662,4.38785803733573,5.2773093958503,2.59540213471482e-06,4.02875351676944e-05,4.34806113552065
"ZNF516",-1.10406534171508,4.29597313686529,-5.27351594185062,2.6305668336881e-06,4.0673599258308e-05,4.33499385083582
"TWIST1",-1.28391018562644,3.53272156643493,-5.2733028905269,2.63255567196055e-06,4.0673599258308e-05,4.33426003559437
"FGF7",-1.46885090854327,2.91680080048713,-5.2730706482032,2.6347253492945e-06,4.06754918143997e-05,4.33346013040551
"SIX2",1.37303658641304,1.43465042396257,5.26309273513932,2.72962762686927e-06,4.20752298822851e-05,4.29910323060436
"IL21R",1.42694334943832,2.34132225844107,5.26242910062641,2.73605792650956e-06,4.21416549936577e-05,4.29681881693318
"INPP4B",-1.21903981308698,3.66515902768173,-5.25703403620628,2.78889129026626e-06,4.2876413281986e-05,4.27825065244843
"PYCRL",1.08067713355048,3.64501721024445,5.25520527474838,2.80702766028402e-06,4.30678243877862e-05,4.27195788557177
"JMJD4",1.12479620013202,4.4524178080788,5.25208927988633,2.83819838131032e-06,4.34789233910985e-05,4.26123723642621
"AC020907.1",1.31467231553771,1.22567442568831,5.25011221386494,2.858152728105e-06,4.37508756199678e-05,4.25443607051504
"COL4A5",-1.26928023363229,3.68664205450325,-5.24848272222955,2.87470305404081e-06,4.39703425563795e-05,4.24883113987861
"STAT1",1.25678552052248,5.68604671142055,5.24603422108803,2.89974980486921e-06,4.42852643143323e-05,4.24041004646212
"PMEL",-1.42761885576239,2.37958588289269,-5.24431692174394,2.91744513417531e-06,4.45212883033251e-05,4.23450445918223
"RGS5",-1.27637493791093,4.42875936832237,-5.24121616069181,2.94966615236291e-06,4.49784472611655e-05,4.22384276571814
"LLGL2",1.20162907920712,5.85629989834413,5.24021193908153,2.96017642278202e-06,4.50953376181004e-05,4.22039023985203
"FAM189A2",-1.5658242485998,3.43576595865078,-5.2400503538999,2.96187103485938e-06,4.50953376181004e-05,4.21983472644214
"RAD54L",1.07889818911893,2.83265893016313,5.23882302816679,2.97477380141938e-06,4.52571061718236e-05,4.21561547181114
"MPP2",-1.14496762193676,1.98477831906427,-5.23845866877087,2.97861494374807e-06,4.52808724692657e-05,4.21436294728241
"CLDN9",1.09906921672455,1.12941791510587,5.22860602996025,3.08435877560328e-06,4.67040381573486e-05,4.18050329797913
"CBS",1.82234603589046,4.36303994380567,5.22842503030205,3.0863356032311e-06,4.67040381573486e-05,4.17988145147905
"CIT",1.2405650190318,3.26348824074366,5.2279086653231,3.09198206878614e-06,4.67538749807548e-05,4.17810745176271
"MSR1",1.24151561283451,3.67203639708116,5.22741087744816,3.09743504014631e-06,4.68007124050699e-05,4.1763973243723
"CELSR3",1.08550149493289,1.94598486530676,5.22607609760198,3.11210363122132e-06,4.6986616298432e-05,4.17181199036203
"UBE2C",1.17608938607914,4.06386825313375,5.22089060458772,3.16974278184568e-06,4.77118328276453e-05,4.15400173801429
"CLDN7",1.31947737304239,5.26988279248948,5.21923591619759,3.18835607952057e-06,4.79194001089215e-05,4.14831961347759
"HIST1H3A",1.60017485177436,4.68979075118624,5.21899525096064,3.19107224587658e-06,4.79239716200467e-05,4.14749322517935
"KIAA1324L",-1.11033982921413,2.47030730195135,-5.21353738776913,3.25328658404479e-06,4.86943176600042e-05,4.1287552804218
"GYPC",-1.04709058804534,4.48406123160525,-5.20236954317527,3.38434129291292e-06,5.03696458044096e-05,4.09043230778308
"SLC6A9",1.25430703464699,4.20204454480822,5.19531681956137,3.4697731295362e-06,5.15638910327261e-05,4.06624343157065
"HCAR2",-1.15219117699782,1.44807237315802,-5.19488252167824,3.47510287576824e-06,5.16044985341101e-05,4.06475423797513
"IGFBP5",-1.19606147259741,6.76707455980901,-5.18880211485359,3.55057543580512e-06,5.25680948837645e-05,4.04390871448332
"EPHA2",-1.17822038893909,4.11581695845267,-5.1874135023935,3.5680368955863e-06,5.27872859854089e-05,4.03914916826625
"GPR144",-1.76958859984069,1.40625389838483,-5.18404815157346,3.61070739743573e-06,5.33391414718592e-05,4.02761586350204
"YDJC",1.06195848728383,3.98592178501162,5.18159484498348,3.64213046628012e-06,5.36527853851273e-05,4.01920965093204
"CEBPD",-1.01996266812279,5.08378130583273,-5.17821732932746,3.6858327592034e-06,5.41670200389145e-05,4.00763865614148
"PDE8B",-1.16503484403673,1.80032128583022,-5.17381801498436,3.74353234577214e-06,5.49337106190153e-05,3.99257058228169
"MCM3",1.14170163514484,4.60533302519021,5.15657803976415,3.97835260667458e-06,5.78666822415939e-05,3.93356029497642
"ARC",-1.32590239619547,1.53413091603924,-5.14785817405909,4.10259300776605e-06,5.94540259385464e-05,3.9037366765932
"KLHL35",1.01948450430619,2.51966162507402,5.14313344423731,4.1715001028699e-06,6.03228060727234e-05,3.88758380407983
"CCNE2",1.05436321036882,1.49741343348717,5.1365254849186,4.2697896489656e-06,6.15649133057311e-05,3.86500039204262
"NRN1",-1.08899209079629,2.73433615576692,-5.13437016798012,4.30233964416281e-06,6.19892577156423e-05,3.85763634606759
"CDCA4",1.11695069895866,3.22255153402282,5.13212198235585,4.3365527044887e-06,6.23014936265263e-05,3.84995603805333
"SPOCD1",1.02996626279459,2.10635123532954,5.13060665686144,4.35976414576999e-06,6.24932121360876e-05,3.8447799458423
"ZNF469",1.37151515444263,3.49514057771394,5.13042997384877,4.36247849578507e-06,6.24932121360876e-05,3.84417645846529
"ARL4D",-1.32010318595879,2.18766562436834,-5.12709163192659,4.41407894644153e-06,6.30959241631992e-05,3.83277508856302
"STRA13",1.04991137182836,5.14712048711395,5.12661539889559,4.42148888378629e-06,6.3156407355823e-05,3.83114881169071
"LEMD1",1.29873717783757,1.04371156331708,5.12312552449829,4.47616477572712e-06,6.36627902139743e-05,3.81923278718688
"RBM24",-1.14138267713678,1.07587718788665,-5.11299775621913,4.63863631013039e-06,6.57851997473096e-05,3.78466660487851
"CCDC78",1.01643836466537,2.75370172141658,5.10614556508703,4.75184134925173e-06,6.71510211723206e-05,3.76129241389809
"GPR116",-1.0186799893746,3.22841436226899,-5.07556514384766,5.29113810383586e-06,7.36717750421266e-05,3.65709994427138
"MMP19",-1.18558648199586,4.32220951626274,-5.07453015540587,5.31040790367007e-06,7.38883015672413e-05,3.6535771301762
"IL20RA",-1.73199132120807,2.73988145464995,-5.07215518549415,5.35488757538256e-06,7.44029798848084e-05,3.6454942780502
"CT83",1.38670122920845,0.986099492898028,5.06955394268599,5.40402598250151e-06,7.50332580337684e-05,3.63664276131702
"C18orf56",1.2233521651254,1.65343571505558,5.06063110471787,5.57597880937256e-06,7.7097510760907e-05,3.60629142627585
"FEN1",1.02797191956646,3.26750133704478,5.05632564587342,5.66086531816168e-06,7.81624273846799e-05,3.59165255724003
"TREM2",1.40891098237857,2.57591110720029,5.05464814401383,5.69428226623531e-06,7.85147080831572e-05,3.58595004353747
"AL590560.1",-1.2576912277193,1.6927615968491,-5.05089244362829,5.76980397573243e-06,7.92809372018172e-05,3.57318515241438
"RAD51AP1",1.21210721242877,1.88468883122102,5.04760008547531,5.83681896261399e-06,7.99805213573637e-05,3.56199765493514
"GATA3",-1.47550989872515,4.98411947372474,-5.0469967284544,5.84918292037367e-06,8.00947039592725e-05,3.55994769815726
"CH25H",-1.33326624188468,2.07431366382966,-5.04512801252527,5.88764033857893e-06,8.05657891785294e-05,3.55359909287848
"SPG20",-1.21455922189363,4.10843363508385,-5.0404211912593,5.98561114185893e-06,8.1737531118622e-05,3.53761202947559
"CA11",-1.08071545530518,2.44306444268784,-5.02586650746125,6.29882528104952e-06,8.51949349960332e-05,3.48820749049443
"VGLL1",2.07492069574883,2.42183844793777,5.0162114804235,6.51544103999262e-06,8.78258466917322e-05,3.45546083008662
"TTK",1.13259459404216,1.41562726123295,5.01551127727765,6.53143250460395e-06,8.79817169043904e-05,3.4530867972669
"GCOM1",-1.13401892862721,1.79655975781589,-5.00117722983045,6.86741671057796e-06,9.19465651094834e-05,3.40451197978137
"SLC2A6",1.12160351951989,2.56292377968309,4.99974697149806,6.90185996247555e-06,9.22212882275902e-05,3.39966774877542
"CD36",-1.9065790282212,4.17163639077974,-4.99942693289659,6.90959031687481e-06,9.22625336061731e-05,3.39858385463924
"OVCH2",-1.09850517899683,1.09696628064496,-4.99875163964796,6.92592960681153e-06,9.24185999716174e-05,3.39629687552249
"FCGR3A",1.80919864743825,3.85327111385771,4.99533238030082,7.00924670198206e-06,9.34675991420681e-05,3.38471867013173
"PENK",-1.583533442752,1.41073358355442,-4.98716757825251,7.21220698808389e-06,9.57243424490574e-05,3.35708217552716
"HIST1H2BB",1.82593793346414,3.08595871720244,4.98538635931428,7.25724663610217e-06,9.62578327187678e-05,3.35105510169051
"SLC39A4",1.06200050459796,4.75735606011596,4.96664537528035,7.74821806797266e-06,0.000102156167745553,3.28768652463204
"HPDL",1.16532596503388,2.0209597802829,4.96592234961475,7.76780009505833e-06,0.000102346432419572,3.28524342070611
"MAFF",-1.17413463521672,4.87115856323238,-4.96443867059351,7.80813574325792e-06,0.000102809707808344,3.28023045466361
"MAGED1",1.04192147566448,5.43451814123231,4.96388811476719,7.8231556136138e-06,0.000102871130964191,3.27837040157293
"LAPTM4B",1.238092055125,4.67484044942507,4.94160879649599,8.45538945326925e-06,0.000110236307773626,3.203160000993
"S100A11",1.06797862308392,8.03912095721406,4.93972060945704,8.51122452408545e-06,0.000110854890229886,3.1967913070653
"BCL2L12",1.19950382347508,3.6976937991475,4.93962724405857,8.51399479041756e-06,0.000110854890229886,3.19647641569566
"C7",-1.58707586187668,3.1823075827669,-4.93600522833778,8.62215126722506e-06,0.000112042853844666,3.18426213898904
"CDKN2A",2.28119539897412,4.38212303632637,4.93308307371923,8.71039254670289e-06,0.000113115548699634,3.17441025279648
"FAM203A",1.17906326268984,3.71218566410236,4.93221946088389,8.73664085275752e-06,0.000113363370842363,3.17149902212243
"CYB561",1.1269196368903,5.68754891377543,4.93207999472478,8.74088701648298e-06,0.000113363370842363,3.17102889986524
"CLDN11",-1.22533839379726,4.2232625015277,-4.92577707627074,8.9349163944514e-06,0.000115427733316876,3.14978747885813
"RNF39",-1.07427328563355,2.68143978120183,-4.90387302468322,9.64269714330615e-06,0.000123606935187323,3.07604374046793
"CNIH2",1.02511228883108,2.36533619784536,4.90198714844222,9.70614945268775e-06,0.000124259976466142,3.06970009289257
"TUBA1C",1.01970491216823,6.08814125749275,4.9000487163836,9.77179753918132e-06,0.000124859064505462,3.06318056983317
"OR5P3",-1.32895660094244,1.43049033394176,-4.89274943674236,1.00229360786619e-05,0.000127494056944259,3.0386392201474
"NFIA",-1.26815567674129,4.72619739491876,-4.88720114213843,1.02180612824119e-05,0.000129644099374356,3.01999376167378
"CYP4B1",-1.63924350117026,2.67199348438089,-4.88441876484326,1.03173132177478e-05,0.000130653088797598,3.01064624540873
"SLC7A5",1.57164268910374,4.97931326246317,4.88356515944394,1.03479520837037e-05,0.000130874258402998,3.00777890643705
"INMT",-1.05246956968582,3.24548654157793,-4.88124034260489,1.04318516909545e-05,0.000131851438452656,2.99997055105387
"SSC5D",-1.00702519464581,4.05824225972806,-4.87716594129238,1.05805058961425e-05,0.000133306323177207,2.98628911562393
"VWA5A",-1.0886376688016,3.0330595321658,-4.87142601864126,1.07934619690641e-05,0.000135559605476191,2.96702205187694
"GNG2",-1.0343482712261,3.08328121449931,-4.87043303534413,1.08307271569948e-05,0.000135855882501471,2.96368976400212
"MEDAG",-1.37381762352934,2.461408300265,-4.86758360022007,1.09383650878874e-05,0.000137066536957926,2.95412890214207
"SCN4A",-1.04567690667974,1.20154678855956,-4.86751313490236,1.09410401940344e-05,0.000137066536957926,2.95389249189473
"C15orf59",-1.20736815300249,1.69369663390264,-4.8668813244728,1.0965054614992e-05,0.000137280825548378,2.95177283158772
"FCER1A",-1.17109775158912,1.2176060619498,-4.86326270796656,1.11035946398387e-05,0.000138840353617971,2.93963466952366
"EFEMP1",-1.28677727423076,5.0980038974241,-4.85549203473121,1.14069314469239e-05,0.000142275154374721,2.91358013441334
"CAPN6",-1.54356787761285,1.98018288510336,-4.84610407066671,1.17842671558088e-05,0.000146338502574228,2.88212330245766
"CYR61",-1.11430618021117,7.4429728473145,-4.84485138570759,1.18355346841096e-05,0.000146815361871674,2.87792754537907
"C1QB",1.29315759067388,5.73670453018364,4.84333697893672,1.18978058672763e-05,0.000147379990509298,2.87285570756932
"C3orf52",-1.05851568409205,2.35955492354163,-4.84265200105376,1.19260771274125e-05,0.000147638147317482,2.87056186798711
"TP53AIP1",-1.32726578256213,1.35551084208627,-4.82978562554913,1.24695329003356e-05,0.000153695501983107,2.8274974916208
"EMP1",-1.20022679053845,6.93250037062071,-4.82009073915284,1.28950160532457e-05,0.000158252670760926,2.79507631641604
"PLN",-1.18114695810168,1.36608335666557,-4.8158974204386,1.30834337380696e-05,0.00015996542445585,2.78106073697403
"GRIA4",-1.34569405255612,1.35563641672471,-4.81545381853954,1.3103523332902e-05,0.00015996542445585,2.77957832612691
"ALB",-1.17263455025393,1.17874379595371,-4.8153401631367,1.31086753642896e-05,0.00015996542445585,2.7791985253145
"SLX1A",1.21517306068662,5.43310642473322,4.81519876743036,1.31150876460104e-05,0.00015996542445585,2.77872602975649
"MMP1",1.87905274478439,1.34944186414874,4.81018077948886,1.33446564338985e-05,0.000162267428815869,2.76196100784506
"MYL3",-1.14904455686145,1.13507255785873,-4.79970195376225,1.3836840205044e-05,0.000167534538716648,2.72697254339129
"FAM26F",1.23556225727569,1.76458345606142,4.79901622968132,1.38696618832112e-05,0.000167829666234789,2.72468393224608
"TCIRG1",1.13381925844384,6.852761707364,4.79872265823207,1.38837368009495e-05,0.000167897727631203,2.7237041721541
"CPNE7",1.3380393508741,2.83552234865675,4.79832442047591,1.39028522118585e-05,0.00016802159816746,2.72237513667422
"HIST1H2BK",1.36540268483667,6.99612948998427,4.79792640914831,1.39219825491324e-05,0.00016802159816746,2.72104689835173
"IGFN1",-1.10256942399145,1.38927842867191,-4.79441324297369,1.40919659300272e-05,0.000169795798098066,2.7093246059071
"HIST1H2BE",1.61796177473979,4.44075605843483,4.78697099383561,1.44588087329109e-05,0.000173270247716651,2.68450295261824
"KIAA1683",-1.02862294826742,4.96176030823014,-4.78034898344967,1.47930841138184e-05,0.000176680455410031,2.66242926701223
"NCAPG2",1.1300568984337,3.3187701792978,4.77920594426699,1.48515461521543e-05,0.000177228450749041,2.65862025532356
"SAMD13",1.07030932627313,1.62821988954225,4.7704861954781,1.53050468361204e-05,0.000182180987618742,2.62957437277039
"TPM2",-1.16373871554927,6.86977957321953,-4.76480801809629,1.56076313962613e-05,0.000185139121320786,2.61067098544587
"HIST2H2AB",1.1385801640053,5.13860297624981,4.76213227713876,1.57522447518955e-05,0.000186743049508002,2.6017660829912
"KLHL13",-1.18597601427727,1.77874311268744,-4.76015832953857,1.58597701736194e-05,0.000187681818689484,2.59519798681526
"CERS3",-1.93334850240291,1.34175282663825,-4.75760533785054,1.59999051742244e-05,0.000189227449944443,2.58670473339049
"AQP7",-1.70667987080321,2.66566993976108,-4.75700714460531,1.60329154353882e-05,0.000189505054601861,2.58471492622934
"SAMD5",-1.0845156002409,1.93223327096291,-4.75001351051511,1.64238352677754e-05,0.000193779799842891,2.56145870715453
"APOA1BP",1.02650577544076,5.3627201638245,4.74938885882261,1.64592022632338e-05,0.000194081833690322,2.55938216803326
"FPR3",1.09642695463437,2.79587059869519,4.73806912586492,1.71131986520736e-05,0.00020084001418668,2.521770084512
"JUNB",-1.05061676396358,7.21413013896032,-4.73617090986828,1.72253336726574e-05,0.000201679525481456,2.51546628212925
"OR5P2",-1.17176834185759,1.11115746235556,-4.73052919265778,1.75628795729176e-05,0.000205268737784883,2.49673644110432
"APOD",-2.19054460395186,7.17260083915664,-4.72871395119985,1.76728581163722e-05,0.000206432697186479,2.49071189705031
"CMPK2",1.44493389788283,3.29502881973621,4.72029117132158,1.81920560881219e-05,0.000211255384228459,2.46276960713335
"NTN4",-1.37525368835636,4.39818387262179,-4.71325211330445,1.86373984123567e-05,0.000215044407116791,2.43943270226531
"CPA3",-1.28175480779125,1.70822834537635,-4.71025025410184,1.88305507228397e-05,0.000217146960134709,2.42948465479614
"HIST1H2BD",1.28172315594696,6.36367019345825,4.70308562304852,1.92995138592698e-05,0.000221910903281153,2.40575140485227
"MCM5",1.19551888233705,5.17868089473838,4.702142107249,1.93621182589049e-05,0.000222373368604729,2.40262701430335
"KRT15",-1.85548433567209,6.80178110059021,-4.70187558485215,1.93798386239089e-05,0.00022243348501664,2.401744487643
"TINAGL1",-1.10210339404617,5.90216612892433,-4.70124691511428,1.94217001556379e-05,0.000222543114413131,2.39966287275335
"OSR2",-1.43500247705872,3.57961995654866,-4.69955176062347,1.953501811581e-05,0.00022371255039944,2.39405052213283
"C10orf129",-1.10625263781041,0.896295611708261,-4.69710775814438,1.96995359262951e-05,0.000225207180275925,2.3859602767959
"CCDC8",-1.18470759772295,2.9178543700967,-4.69646466553879,1.97430506899243e-05,0.000225447914723229,2.38383175930352
"PCDH18",-1.19593732097527,3.52765344019262,-4.69555413924169,1.98048223675557e-05,0.000225761340000553,2.38081828272101
"FUT3",1.62325408697502,2.25073111963877,4.69026640548222,2.01673107768939e-05,0.000229367085189528,2.36332257505439
"TNS4",-1.82235342413202,4.75468127939132,-4.68650118067987,2.04293797248588e-05,0.000231949340430412,2.35086920632428
"ABCA5",-1.06637393811655,3.92740103470738,-4.68401870696656,2.06039872778491e-05,0.000233664739282867,2.34266066971612
"RSAD2",1.12250822872127,2.74281107734363,4.67713050204672,2.10961657742478e-05,0.000238701433808958,2.31989322075943
"ALS2CL",-1.1392680191939,4.15758093504823,-4.67625387483904,2.11596227994008e-05,0.000239147067918825,2.31699667923696
"COL1A1",1.58418903710988,9.88725238884952,4.67553198395656,2.1212019110577e-05,0.000239602960607194,2.31461157824554
"HMCN2",-1.28322219012755,4.61833055180131,-4.67438199772325,2.12957499458944e-05,0.000240412077088054,2.31081236930582
"ANKRD35",-1.08232091764256,1.51613097333067,-4.67370319512755,2.13453255574945e-05,0.000240834908291799,2.3085699845564
"LDHD",-1.03340312671226,2.37973596547324,-4.67222054622964,2.14540024915938e-05,0.000241649419220792,2.30367259264548
"COL21A1",-1.04162592677317,1.52583699498736,-4.67180158414516,2.14848101116708e-05,0.000241859315642372,2.30228881609976
"NUDT8",1.40956567555459,3.50249416035155,4.67097988213385,2.15453583174146e-05,0.000242129369009452,2.29957498664887
"HAO2",-1.03810045366382,0.604176619086424,-4.6690916581798,2.16851283575634e-05,0.000243331339330442,2.29333948586003
"ALDH2",-1.15027617735608,4.80832442017326,-4.6690388050089,2.1689053397464e-05,0.000243331339330442,2.29316496281394
"C9orf142",1.05903926176108,5.06557048673334,4.66299006776255,2.21428761852735e-05,0.000247305681239572,2.27319704473497
"RPP25",1.15116767274636,3.24964224393166,4.66037321602448,2.23420812582375e-05,0.000248552526606899,2.2645615857973
"C8orf4",-1.30744398556265,2.77209547203451,-4.65026969039334,2.31277957464508e-05,0.000256146139178501,2.23123883657329
"CSTA",-1.73657681401361,2.13601752005366,-4.64494843699112,2.35524181259965e-05,0.00025973795955253,2.21370037440979
"CRISPLD2",-1.14833320235545,6.01652345168712,-4.64462211449627,2.35787046695897e-05,0.00025973795955253,2.21262510344989
"CALML3",-2.83904455736748,3.29708975699593,-4.64457091617587,2.35828314979498e-05,0.00025973795955253,2.21245640174208
"ACKR3",-1.32439541574248,3.86053427755427,-4.63357972204209,2.44853348045298e-05,0.000268339281429235,2.1762571727863
"WNT4",-1.25321986043969,2.74484091244822,-4.62939934636307,2.48373899197396e-05,0.00027159829406456,2.16249835414818
"ACSS3",-1.02692235284886,2.41655570270004,-4.62571537376627,2.51517418227752e-05,0.000274431608059704,2.15037753411938
"PLCH1",1.0873436271719,1.61059352975278,4.62194200372489,2.54777565595733e-05,0.000277379476757349,2.13796666502337
"GREB1",-1.01309096946692,4.85474558916305,-4.61983050447575,2.56619877765009e-05,0.000279031084388874,2.13102360708642
"WISP1",1.03114477120107,2.96324817328959,4.61311189175393,2.62569088334116e-05,0.000284769935377213,2.10894002409836
"KCNK7",-1.10352234479392,2.03909771910268,-4.60596622951544,2.69044480690495e-05,0.000290970834617435,2.08546723716839
"BOLA1",1.0314439890943,3.15174323405375,4.60583458597766,2.69165229265109e-05,0.000290970834617435,2.08503494165247
"WSCD2",-1.03351914351684,1.01967629397326,-4.60395474036829,2.70895290086291e-05,0.000292363852184928,2.07886239583213
"SAA1",-2.18454741691576,4.66191315898083,-4.60119571183624,2.73454191509437e-05,0.000294805281123223,2.0698048990176
"HIST1H3G",2.00519023479156,4.35575096549399,4.59044756064961,2.83650053213867e-05,0.000304640157151694,2.03454164224088
"UCP2",1.12215771657487,5.79899570532708,4.59011189121281,2.83974387967304e-05,0.000304823723096832,2.03344090498355
"KRT19",1.78278207105108,7.88841303284627,4.5842108993926,2.89735694993344e-05,0.000310504774747722,2.01409565007014
"THEM6",1.16066706542069,4.79239206632733,4.58211147859982,2.9181285515836e-05,0.000312562243619485,2.00721560004872
"AARD",1.47494182848877,2.8682069599253,4.57976531548082,2.94151369188792e-05,0.000314558318321427,1.99952849742669
"ATP6V0E2",1.00968152954049,4.44256859421546,4.56593587437512,3.0831258810529e-05,0.00032793698142741,1.95425031156407
"TBX3",-1.17692997408075,4.29047760122987,-4.56427004659941,3.10062709652304e-05,0.000329622042700997,1.94880018472509
"HIST1H4K",1.96611652749539,5.39905070862477,4.55921903047646,3.15428880266554e-05,0.000333897518487808,1.9322797594552
"MSLN",2.34085047996737,2.14696841214488,4.54519014829597,3.30813657182958e-05,0.000348512012437338,1.88643570043277
"CENPE",1.04076011324778,1.12908985367863,4.54276637600438,3.33544955471883e-05,0.000350908684425496,1.87852125657215
"THRSP",-2.17404228042154,2.56007464441009,-4.54270142180014,3.33618453309055e-05,0.000350908684425496,1.87830918349135
"GSG2",1.28318186238272,3.12782698783849,4.52752151630049,3.5123609241418e-05,0.000367107307742101,1.82878263763037
"NR2F1",-1.48409672178938,4.39643426854354,-4.52728638512597,3.51516007112115e-05,0.000367206705852293,1.82801604383615
"PAX6",1.16388682379925,1.12482574059235,4.52023523571963,3.60012113103838e-05,0.000375095997653914,1.80503520175429
"CHST11",1.10686868874999,4.35255309274589,4.51659987697651,3.64470470333523e-05,0.000379343309327227,1.79319295427311
"TFF1",-2.10191262463895,1.99260727934106,-4.5146394740717,3.66897014458505e-05,0.000381469219271378,1.78680859787234
"CBY3",1.02197778297744,1.98164674006889,4.50484412055171,3.79259798108557e-05,0.000392679152090616,1.75492631844801
"KLK4",1.13274995178742,1.59077960710949,4.50275019198106,3.81954849381556e-05,0.000395263588664695,1.74811478246625
"C19orf48",1.00180189766911,5.1746828135785,4.50228781580653,3.82552479484241e-05,0.000395675961211472,1.74661085948134
"EDN2",1.68866828646394,2.1601060178769,4.49684376234605,3.89658043325518e-05,0.000402396863972699,1.72890855658648
"CDR1",-2.03353339812269,7.08646303626647,-4.49523134819064,3.91787181370497e-05,0.000403756593167167,1.72366728005677
"NRXN2",-1.27000078618168,3.56285658833904,-4.4952310589199,3.91787564359705e-05,0.000403756593167167,1.72366633983276
"GAPDH",1.13743619307049,9.46664015832665,4.49264962131098,3.95219935709709e-05,0.000406661051404257,1.71527686841356
"ADCK5",1.10511236810251,3.79811434403772,4.49171011624116,3.96476406441706e-05,0.000407742739109227,1.71222406698717
"HIST1H2BH",1.85305217408185,5.28985628194506,4.49010378438667,3.98633713255716e-05,0.000408903110411865,1.70700513700989
"C1QC",1.17392332522195,6.29698364816422,4.48615248293292,4.03989192209294e-05,0.000413558069249501,1.69417090164974
"COMP",1.06955596628759,4.4950558196834,4.48614138344401,4.0400433459826e-05,0.000413558069249501,1.69413485625797
"GCNT2",1.14351210122098,3.72081497745218,4.47972795704277,4.12847073434765e-05,0.000421091298874505,1.67331384052549
"RPUSD1",1.00830675182853,4.07437607774198,4.47910059303403,4.13722148435931e-05,0.000421551044475564,1.67127781490019
