"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PSRC1",1.57710884596126,2.83593741131683,7.16994077391536,2.66028107771656e-09,1.1011900986073e-07,11.070497317211
"PPAPDC1A",1.49607314420451,1.40181333294734,7.16799347874367,2.67935932708444e-09,1.1067815066495e-07,11.0634935781993
"C21orf58",1.53136458156935,3.53804967437439,7.16071994391869,2.75183963162561e-09,1.13436310458027e-07,11.0373329687242
"THSD4",-2.20261314271161,3.53155893531475,-7.15321190838235,2.82871608479743e-09,1.16123470844711e-07,11.0103285409959
"C12orf49",1.09749848064845,3.84288615404924,7.15119459474974,2.84973577319911e-09,1.16745154799367e-07,11.0030727306107
"SEPP1",-1.80817050366475,6.15913713076225,-7.14519587767362,2.91316852780151e-09,1.19098241726107e-07,10.981496581561
"PHYHIP",-2.03260532208413,1.73271012250201,-7.13552193444244,3.01845561152368e-09,1.23149270113684e-07,10.9467009556378
"CES1",-2.04967895151462,2.72999062267463,-7.13169817151883,3.06111459046083e-09,1.24633782372677e-07,10.9329473526393
"TTC28",-1.27390241680062,4.18919950989542,-7.12731411638337,3.11076742077425e-09,1.26396396489496e-07,10.9171783582416
"SAPCD2",1.55489848700033,3.09982434703474,7.12195726982113,3.17253346527383e-09,1.28642994737808e-07,10.8979102121691
"HIPK3",-1.11152646216033,5.14957394337311,-7.10742606356458,3.34633402974234e-09,1.35354837193285e-07,10.8456420467952
"FCGR1A",1.55207093525868,2.327779077878,7.10224906048133,3.4105293843627e-09,1.36896582500813e-07,10.8270203991243
"LSM4",1.14847176039728,5.06669532561993,7.09915335958377,3.4495037243081e-09,1.38181833665882e-07,10.8158851455027
"PPP1R15A",-1.40694978883278,5.43533978888745,-7.08252162238777,3.6666528475429e-09,1.46584960619376e-07,10.7560603210147
"GSN",-1.07503629195348,8.07253924905173,-7.08129327151534,3.68322280974391e-09,1.46951714873096e-07,10.7516418893428
"ACOX2",-1.62934920972257,3.05574605984562,-7.07549011600221,3.76252397864506e-09,1.49814807478354e-07,10.7307676620955
"ELOVL5",-1.15020579547568,5.56292048441975,-7.07401004841307,3.78302136179832e-09,1.50329702875142e-07,10.7254437832376
"CHRDL1",-2.04119484126817,3.06526109556254,-7.06918395642864,3.85063704264159e-09,1.5271119241566e-07,10.7080840735127
"PDGFRL",-1.44281803589878,3.27710502872424,-7.06296803294488,3.93950972195811e-09,1.55924539174473e-07,10.6857250543175
"NDN",-1.12544660725708,2.91265598800548,-7.06220274829446,3.95059239266746e-09,1.56052326540576e-07,10.682972283156
"RAMP2",-1.04464755270704,4.01545072484406,-7.05992561612606,3.98375413580646e-09,1.57050021675275e-07,10.6747813136102
"CDC6",1.30335071306807,1.8148826709882,7.05667967694988,4.03150660639086e-09,1.58617831212634e-07,10.6631054951138
"TWIST2",-2.16984264117588,3.40034028205798,-7.05109059970204,4.11507597495645e-09,1.61267149006725e-07,10.6430012978442
"CCDC167",1.27327229506964,2.9859309628126,7.0447782062517,4.21154662412976e-09,1.6440281433328e-07,10.6202953328352
"TIMP4",-1.82392617624537,1.59268471882902,-7.04477230559378,4.21163785271727e-09,1.6440281433328e-07,10.6202741079258
"TSHZ1",-1.04438387508832,3.4081418578095,-7.04311352397083,4.2373624177796e-09,1.65082654664437e-07,10.6143074042383
"OLFML1",-1.07255281581121,2.77467990619101,-7.04156586602425,4.26150540232667e-09,1.65698338236455e-07,10.6087404207811
"PEAR1",-1.34361137002051,3.41633182306047,-7.03980620744192,4.28912276681572e-09,1.66446445808323e-07,10.6024108680921
"AMT",-1.02900324734555,4.85982732850877,-7.02750590275241,4.48723845278698e-09,1.73795206273732e-07,10.5581664292798
"DLGAP5",1.24791366513222,1.05557612760258,7.0241962676836,4.54209111657304e-09,1.75577448239669e-07,10.5462616722965
"CHAC1",1.17455610102494,1.58055272907616,7.02061122605642,4.60226535934085e-09,1.77395563703778e-07,10.5333663154007
"LSP1",-2.11993328620945,9.05009283230072,-7.01990052624769,4.61428870531092e-09,1.77395563703778e-07,10.5308099406098
"ADCY4",-1.07605557441587,4.9519656365455,-7.01980486110037,4.61590952915864e-09,1.77395563703778e-07,10.5304658348755
"MRGPRF",-2.00340223335523,3.01018817235575,-7.0153570784892,4.6918990444228e-09,1.79967841918218e-07,10.514467279586
"HSPB8",-1.75504640262156,2.93266105646993,-7.01468116870397,4.70355586351603e-09,1.80067343838536e-07,10.5120360563727
"CCNE1",1.52260351877253,1.80309484834755,7.01368284791906,4.72082603626733e-09,1.80380947143453e-07,10.5084451355172
"MAML3",-1.0307262635463,2.74002194360894,-7.00932694679924,4.7969249847369e-09,1.82936857047481e-07,10.4927771749995
"HIST1H3H",2.2455872109735,5.43671656413506,7.00868677748799,4.80821189349309e-09,1.83016019371292e-07,10.4904745242031
"MAOB",-2.22228555803407,3.05205489989572,-6.99417510614943,5.07131816494686e-09,1.92661607302733e-07,10.4382774103691
"TMEM47",-1.01888103714067,2.15925926757899,-6.98672284972901,5.21198041087684e-09,1.97251121492785e-07,10.4114727674157
"HIST2H4A",1.98918620507881,5.72293902594476,6.98145951030286,5.3136715796906e-09,2.00336509709435e-07,10.3925415244481
"DCN",-1.69207989283558,8.38320777993797,-6.97202232389996,5.50099866096542e-09,2.07006330293034e-07,10.3585981831132
"EPCAM",2.20338972208631,4.65962580295047,6.95926342163437,5.76480560216629e-09,2.16114948131023e-07,10.3127084196183
"LPAR1",-1.6844583445329,3.94031702277858,-6.9555185799831,5.84461020084282e-09,2.18694086780689e-07,10.2992396416065
"HIST1H2BL",2.22193950070695,4.20318053916733,6.95028948377789,5.95789683550707e-09,2.22514007941147e-07,10.2804327580539
"HSPA12B",-1.09706945511413,3.04482848753874,-6.94686836371069,6.0331999000625e-09,2.24903656312086e-07,10.2681285410768
"TRIM46",1.24773427125504,2.70818078294379,6.9453396680361,6.06715531927191e-09,2.25745897076055e-07,10.262630550077
"GPD1",-2.42173132825651,3.22794897279272,-6.94417224614565,6.09321475368422e-09,2.26291745684022e-07,10.2584319033357
"LYPD1",1.09592539753358,1.23924061762918,6.93564682200128,6.28694501781289e-09,2.33050952535307e-07,10.2277705026704
"SVIL",-1.06065229362807,5.46733270753267,-6.93504692230547,6.30080672934784e-09,2.3312984898587e-07,10.2256130101295
"IL33",-1.46765129814766,1.77694604002939,-6.93405352571611,6.32382809733076e-09,2.33546729490455e-07,10.2220403445259
"PIK3R1",-1.52482115460965,5.24945513694694,-6.92675150733291,6.49564928443154e-09,2.39447227518312e-07,10.1957795702914
"SEMA6D",-1.37726803444705,2.15435241951681,-6.92055673360779,6.64507112154065e-09,2.44049756217913e-07,10.1735013013666
"NPR1",-1.33987457143964,2.6533451717924,-6.91744848983605,6.72133379355875e-09,2.46395168162766e-07,10.1623232812853
"NCAPD2",1.3132352065611,4.51866297536356,6.9062192778874,7.00421386776339e-09,2.55821186284174e-07,10.1219411631251
"PMEPA1",1.39362715305642,5.82874305238971,6.89965442549976,7.1750737336249e-09,2.61101721636251e-07,10.0983335664581
"CDK1",1.60393498895482,1.62080602508233,6.89362193780155,7.33574927008394e-09,2.65489985878502e-07,10.0766408686478
"GPRASP2",-1.0596223053911,2.06224865355864,-6.89013876451839,7.4301566688607e-09,2.67930640387647e-07,10.0641156696253
"PGR",-2.31017202678642,2.34031007755796,-6.88731755121435,7.50751196143161e-09,2.70229628916095e-07,10.0539709432146
"DDX11",1.3013793488463,5.14732238187878,6.88674578607185,7.52328712466772e-09,2.70307761085032e-07,10.0519149613112
"KPNA2",1.60999584170616,4.18668988960181,6.88104194485406,7.68248326238804e-09,2.75529350072903e-07,10.0314050509687
"FAM189B",1.04903861936777,4.7550608233222,6.86827392783732,8.05115516339475e-09,2.87712953132177e-07,9.98549543281163
"HIST1H3F",2.69939535733349,5.26822507321663,6.8648459898728,8.15311241456966e-09,2.90833376238931e-07,9.97317010492696
"ITFG3",-1.87408177908159,8.70491598658262,-6.85845700680665,8.34659683276231e-09,2.97201671093467e-07,9.95019867700997
"BTG2",-1.6500108656688,5.50869332691515,-6.85591279545187,8.42491756446609e-09,2.9945382305613e-07,9.94105121061353
"TMEM246",-1.16213633516073,0.965180397768106,-6.85292731375455,8.51775952375303e-09,3.01674445592601e-07,9.93031733381788
"ETS2",-1.35325212493337,4.93160677001467,-6.84226409509091,8.85778995462558e-09,3.13159125637822e-07,9.8919804587507
"PIK3R2",-1.44048052541218,8.33679532826847,-6.84028709356392,8.92230781160472e-09,3.14879811560878e-07,9.88487286994434
"F11R",1.08834723200635,5.58492813914067,6.83793901742392,8.99954581954063e-09,3.17042510440519e-07,9.87643130677857
"IRAK1",1.24257260290381,5.90331938039074,6.83399782913226,9.13069293513864e-09,3.21093341465964e-07,9.86226257036084
"C2orf40",-2.19401030381313,2.44174468343006,-6.81800416134355,9.68279320104657e-09,3.38710243154215e-07,9.80476760204062
"TIMM10B",-2.03447142962017,7.67877233316539,-6.81004976303568,9.96967672545539e-09,3.48132700980796e-07,9.77617449440418
"FANCD2",1.20255232191794,3.02885785504143,6.80767899850856,1.00568124675514e-08,3.50559310382067e-07,9.7676527200419
"RCAN2",-1.19448074920854,2.41965291825796,-6.78694068622,1.08522181461652e-08,3.76304925560482e-07,9.6931132961546
"ZEB2",-1.18139912523614,5.5506901192123,-6.782803275173,1.10182735088739e-08,3.81397345553685e-07,9.67824336540973
"IL4I1",1.84189871933158,2.94414774648321,6.77052630949393,1.1526102773198e-08,3.96214768167252e-07,9.63412199993006
"TBX18",-1.24363038194177,3.12104001758155,-6.76990241903769,1.15525250489778e-08,3.96437167872436e-07,9.63187993447161
"FNDC1",1.76498889450314,3.38149570591624,6.76724162917545,1.16658927264251e-08,3.99637280312657e-07,9.62231799777822
"PIF1",1.20383532472442,4.05892099716261,6.7535371837424,1.22676383241148e-08,4.19527893049634e-07,9.57307175891963
"E2F2",1.18728339203135,2.16082173485878,6.75178239514044,1.23468954206899e-08,4.21512826655821e-07,9.56676634569761
"PBK",1.39378427342313,1.13450284166793,6.75127473639875,1.2369919673221e-08,4.21574500835726e-07,9.56494220971207
"SNCG",-2.01243941238313,3.8951277233251,-6.75044489611648,1.24076484724377e-08,4.22136245717235e-07,9.56196041435756
"LAMA3",-2.04654409781207,3.56019084284199,-6.74833474395099,1.2504105409716e-08,4.24690718607945e-07,9.55437825975229
"TRHDE",-1.1866388814977,0.713070942659422,-6.74552961836822,1.26334908611961e-08,4.28352952083797e-07,9.54429911535902
"HIST1H2AM",2.23165423575262,5.33944977347013,6.74206860271932,1.27949733653202e-08,4.33089141048631e-07,9.53186355772639
"DOC2B",-1.41886514531498,2.00686815296003,-6.73915220902918,1.29326446639907e-08,4.37004620457197e-07,9.52138508655025
"NR4A3",-2.04730442207044,3.21860526299164,-6.72992368677891,1.33781105780872e-08,4.50524879789856e-07,9.48822889019293
"AQP1",-2.61647895238395,9.1851886416815,-6.72575147156963,1.35845049811656e-08,4.56701403503856e-07,9.47323971826957
"HMGB3",1.38997543028077,3.30747775157228,6.71884782348711,1.3933028148938e-08,4.63831196310814e-07,9.4484385955126
"ATAD2",1.16520246280146,3.23750257419222,6.71877706342436,1.39366462427679e-08,4.63831196310814e-07,9.44818439917749
"TPD52",1.13068804194027,5.20864285272895,6.71793029301369,1.3980016061602e-08,4.64496553725703e-07,9.44514249725188
"HMGA1",1.37436774997344,6.41345097862585,6.71648318210036,1.40544463118805e-08,4.661899729061e-07,9.43994400393623
"TM9SF1",-2.04898963516315,7.8471601261337,-6.71120676501637,1.4329199818783e-08,4.74511451998998e-07,9.42098989475429
"TIPARP",-1.52589925617966,3.14714737297585,-6.71001624883826,1.43919303390762e-08,4.7508889438941e-07,9.41671339455123
"MAD2L1",1.46262128145686,2.35751350384362,6.70996835982794,1.43944594303903e-08,4.7508889438941e-07,9.41654137138992
"EIF4E3",-1.24071193686711,2.90658900592514,-6.70763112633618,1.45184332273999e-08,4.7838598639338e-07,9.40814582354751
"KBTBD4",-2.26521948332087,6.20406860429648,-6.70530865968735,1.46426799389294e-08,4.81218555828931e-07,9.39980347495531
"GSTM5",-1.78072453216854,1.69935853199963,-6.70511966364376,1.46528373987872e-08,4.81218555828931e-07,9.39912460408034
"SNURF",-2.06677711637466,7.7383194439189,-6.69710238840192,1.50902628102964e-08,4.94766389072244e-07,9.37032763466567
"TCF19",1.46448537146998,3.25836367967494,6.6887495064746,1.55598743883908e-08,5.08959925621995e-07,9.34032723858022
"PODN",-1.18114479248026,4.94930966845865,-6.6884952788326,1.55743940197379e-08,5.08959925621995e-07,9.33941418190647
"ARID5B",-1.3804666919942,4.35839342384015,-6.68526958461304,1.57598013165385e-08,5.13394405925211e-07,9.32782929629853
"ALG9",-2.14874328011522,7.42662369666298,-6.68523555524676,1.57617689674558e-08,5.13394405925211e-07,9.3277070835845
"ARHGAP24",-1.18531511946112,3.15142504510738,-6.68088554027372,1.60153267355168e-08,5.19555281809054e-07,9.31208477847603
"CLPSL1",2.41270884367723,1.90088396604291,6.68064677027817,1.60293617066259e-08,5.19555281809054e-07,9.31122729544884
"IFI30",1.76911015363582,5.6242440383273,6.67365583338362,1.64457798845541e-08,5.32184365677857e-07,9.28612187531769
"ANGPTL1",-1.44207786219819,1.87272355140412,-6.66624472879814,1.68990256715607e-08,5.4507587835753e-07,9.25950926649932
"TPPP3",-1.74039923874099,3.76492782421646,-6.66532779372659,1.69559633607989e-08,5.46025990300993e-07,9.25621675800121
"RPGR",-1.03752015437925,2.12495229666924,-6.6640070368577,1.70383134340708e-08,5.47790047931314e-07,9.25147426377877
"SEMA5A",-1.47597886998581,3.53541989248932,-6.66263835082104,1.71240732552394e-08,5.49657853809938e-07,9.24655972826036
"GALT",-2.49168871872653,7.93882560135794,-6.66066838209036,1.72482656495665e-08,5.52751274501996e-07,9.23948627678693
"ADAMTS14",1.48791516269725,2.0027364907953,6.65350869636206,1.77072537364544e-08,5.6654657727796e-07,9.21377948982041
"PRDX4",1.16028287014192,4.47926022304924,6.64728055048481,1.81164287650312e-08,5.78706307286826e-07,9.19141878184189
"ADRB2",-1.16445116581482,2.23814883092577,-6.64562374209388,1.82268578748025e-08,5.81299260215811e-07,9.18547061821643
"HIST1H3I",2.31744363985509,5.15845804543552,6.64285696692261,1.84127682329789e-08,5.86287326956824e-07,9.17553773463793
"PLA2R1",-1.38836729975579,2.84035114978955,-6.63705084556074,1.8809081187752e-08,5.9794821459111e-07,9.15469427992962
"CDT1",1.73892906633448,3.5276645401506,6.63207136759858,1.91557451717495e-08,6.07906420534295e-07,9.13681933763539
"SLC16A7",-1.21653566873394,2.20936868366034,-6.6211124157723,1.99413198457387e-08,6.30914146520674e-07,9.09748284855058
"CLDN5",-1.25207692867093,3.50581045755466,-6.61579357368345,2.03341025388628e-08,6.41298862451848e-07,9.07839275470631
"HOXA4",-1.08877019413007,1.63298219042378,-6.61260665693605,2.05731378979708e-08,6.47809313620891e-07,9.06695494734549
"TRABD2B",-1.19732734697261,1.58484126691746,-6.60469331885102,2.11788775260856e-08,6.64775857133958e-07,9.03855570361253
"EEPD1",-1.03336615977838,3.185365345997,-6.60127627763328,2.1445912765899e-08,6.71037544481335e-07,9.02629341738429
"DCAF8",-2.18524510578168,10.1045285862297,-6.59917536292003,2.16117606653901e-08,6.7410372474197e-07,9.01875436182687
"PLIN5",-2.17854453857375,2.89614471766658,-6.59827479195618,2.16832438252897e-08,6.75273309662508e-07,9.01552274759169
"RACGAP1",1.26558853244719,3.27675473582667,6.58636772580916,2.26508566037982e-08,7.02105881218199e-07,8.97279831165799
"DTYMK",1.21807969285138,4.18851180786279,6.585057521521,2.27599261755178e-08,7.04387808693711e-07,8.96809743035274
"DTL",1.76236665234789,2.3747599972159,6.58101588353928,2.30996902690368e-08,7.10430894311466e-07,8.9535968683226
"CAV2",-1.12578062094763,4.45610662350173,-6.5806114474268,2.31339669142644e-08,7.10430894311466e-07,8.95214587091916
"KIAA0391",-2.00953897718928,6.64512815563242,-6.57273045759365,2.38121176213812e-08,7.2788148464496e-07,8.92387251790093
"TMEM8A",1.10022251201557,5.29312998311597,6.56246961885033,2.47248630371091e-08,7.54621050206328e-07,8.88706515958073
"SOX4",1.45250780024771,5.40943444900724,6.56143931181972,2.48184200829867e-08,7.56314706485985e-07,8.88336951505524
"TYMS",1.91228261628267,3.84450426017639,6.55921276481551,2.50218099531945e-08,7.61345087228211e-07,8.87538318668691
"CKAP2L",1.23329552035504,1.18705623409956,6.54845172927759,2.60284928686091e-08,7.88353848790236e-07,8.83678772918352
"ZNF8",-1.86892929273402,5.522492513787,-6.54779234031407,2.60914756089575e-08,7.8846581339455e-07,8.8344229295669
"LIMS2",-1.31087576221748,5.20090428663385,-6.54758244580742,2.61115559521674e-08,7.8846581339455e-07,8.83367017831934
"DARC",-2.08490574968296,4.2072976027459,-6.52932499687353,2.79185379447772e-08,8.34155534473352e-07,8.76820025718395
"HSPB7",-2.08463045108013,2.72244129905102,-6.5265694681406,2.82018874068152e-08,8.41356307636653e-07,8.75832040536678
"NAA60",-1.92292945251155,8.62428338902173,-6.5242863594168,2.84388300608057e-08,8.47153095169638e-07,8.75013465727093
"CCNB2",1.4153495060126,2.47592862230345,6.52249566583708,2.86260582381297e-08,8.51453819061974e-07,8.74371455530032
"IGFBP4",-1.34689449681661,8.11232005888922,-6.50973148262727,2.999673220383e-08,8.90563344998256e-07,8.69795588009655
"GABARAPL1",-1.04483734899519,4.83557366365097,-6.50942376301698,3.00305723060462e-08,8.90563344998256e-07,8.69685282023272
"COL17A1",-2.8595373956596,3.66696414371802,-6.50748613404818,3.0244530987762e-08,8.95571663481138e-07,8.68990724541872
"H2AFZ",1.17748917867183,5.18377336435776,6.50130723787172,3.09370305996644e-08,9.14714078846327e-07,8.66775970784888
"AOX1",-1.70493368546447,2.95399351748659,-6.49790265541524,3.13253336116443e-08,9.21830748348598e-07,8.65555714623373
"MEIS2",-1.54285585819697,3.6871260018572,-6.49769059626026,3.13496797940561e-08,9.21830748348598e-07,8.65479711091846
"GULP1",-1.19217927561525,3.18642591265572,-6.49756165747031,3.13644922815981e-08,9.21830748348598e-07,8.65433498603673
"MAPT",-1.34203268584336,3.05905440053435,-6.49716847324415,3.14097043953898e-08,9.21830748348598e-07,8.65292579347579
"ACTA2",-1.31643427628862,7.88584292925229,-6.49546689579175,3.16061187399803e-08,9.26227099180926e-07,8.64682733707224
"DKK2",-1.02809024528674,1.14160099873066,-6.48839329769311,3.24358464342026e-08,9.49142610900106e-07,8.62147703913619
"DPP3",1.06677546816703,4.44242989938765,6.48355186524797,3.30162305316496e-08,9.61876076881739e-07,8.60412775299507
"ADRA2A",-1.19377856425593,2.96954376364089,-6.47987744374898,3.34636179089749e-08,9.73482612347618e-07,8.59096121879328
"LRRC45",1.14264117530526,4.03005412912069,6.46458989924599,3.53908143734946e-08,1.02654027852111e-06,8.53618864146896
"RASL11A",-1.37798256399195,2.37831310854675,-6.46163233091839,3.57762383510387e-08,1.03534700385999e-06,8.52559355364613
"SPATA6",-1.00521034188846,3.59396923875507,-6.45945688049989,3.60624073856241e-08,1.04145926212931e-06,8.51780058192438
"ENC1",1.55898958792269,4.64392919359979,6.45477189907612,3.6686466149341e-08,1.05641071872646e-06,8.50101870808111
"CAPN11",-1.29873855183074,1.43160823530654,-6.4446765839451,3.80680452541272e-08,1.09460780195985e-06,8.4648605735925
"AP1S1",1.07609009877916,4.16659015638855,6.43851530957953,3.89366034903197e-08,1.11635119011423e-06,8.44279552232749
"ESM1",1.08046890070003,1.02175090786572,6.43723561524797,3.91194658654853e-08,1.11997790674543e-06,8.43821287220814
"ABLIM3",-1.63497821883277,3.55991239960012,-6.43494886286571,3.94483667853397e-08,1.12776920814088e-06,8.43002411388958
"NID1",-1.09159281504287,4.88945898145461,-6.43055913456988,4.00874816091603e-08,1.14439392542012e-06,8.41430547831999
"LONRF1",-1.0624206977978,3.3569082913573,-6.42444266547638,4.09952461461348e-08,1.16695493650079e-06,8.39240550595091
"SLC5A3",-2.25849102344607,5.57884268609326,-6.42100568612658,4.1514302182829e-08,1.18003958522264e-06,8.38010032112651
"RECK",-1.0936080538152,2.45697405114477,-6.41861068811694,4.18798654112001e-08,1.18873006550733e-06,8.37152605476609
"PTTG1",1.89565116615749,3.08759676006482,6.41819961333974,4.19429321530633e-08,1.1888218529946e-06,8.3700544090413
"CNTFR",-1.89042301630787,2.53525442862549,-6.41404966236918,4.2584940522723e-08,1.20017047268934e-06,8.35519812771158
"CHTF8",-1.90924570334319,8.52327207981187,-6.41262160368664,4.28081228720357e-08,1.20475154864657e-06,8.3500860854756
"NGFR",-1.8000427945649,3.25254336168535,-6.40734224200501,4.36433713470765e-08,1.22652071470306e-06,8.3311884667901
"HIST2H3D",2.29441431850353,5.17120519598701,6.40475044841209,4.40593447118343e-08,1.2364620340105e-06,8.32191164361608
"ATF3",-1.9101463322422,5.1461492266128,-6.39995174205579,4.48399794845966e-08,1.2548247216612e-06,8.3047366060924
"DIAPH3",1.19874999690385,1.24161878323998,6.39800749677112,4.51601722590806e-08,1.26200768300376e-06,8.29777833535643
"CDC42EP2",-1.0642977898043,3.39799572714163,-6.39699819746612,4.53272887485121e-08,1.26394254156054e-06,8.29416623329842
"PRRG3",-1.32907739830545,1.85272294506864,-6.39682132826649,4.53566375828005e-08,1.26394254156054e-06,8.29353325600177
"CD248",-1.18615318390353,5.20417778117145,-6.39400493352236,4.58265370491464e-08,1.27524854990125e-06,8.28345421903205
"TIMP3",-1.15561772709929,6.46128495218901,-6.39150195946908,4.62482146660838e-08,1.28518290517541e-06,8.27449720399343
"ZNF668",-1.74525241586787,6.91552745807869,-6.39076020048399,4.6373920524127e-08,1.28687629454452e-06,8.27184285261898
"CHAF1B",1.05188434177281,2.68738432970974,6.37550874892929,4.90354121676848e-08,1.35694234590492e-06,8.21727332398655
"SAMD4A",-1.02900951776142,4.40938927619281,-6.37507961936341,4.91124604480782e-08,1.35718425124182e-06,8.21573810095915
"RELN",-1.63146223978901,1.63450784559958,-6.37033803319184,4.99718644533842e-08,1.37710260031108e-06,8.19877567305591
"IL6ST",-1.4895873598055,5.20230628135783,-6.36980943470006,5.00685956931105e-08,1.3778572407568e-06,8.19688476158838
"PDLIM1",-1.02984036297394,5.77878735456638,-6.36918652084255,5.01828257728988e-08,1.3784321213116e-06,8.19465648507093
"DLL1",-1.03965032227385,2.68639036933745,-6.36893927493688,5.0228237748734e-08,1.3784321213116e-06,8.19377204780214
"HIST1H2AJ",2.28706458927347,5.14550279979974,6.36096896325175,5.17143002961957e-08,1.41335822914046e-06,8.16526296810432
"DEPDC1",1.09089317734167,1.22140876647939,6.35464405288118,5.29246918939522e-08,1.44247010046768e-06,8.14264208247726
"TDRKH",1.33869813837289,2.58796873168358,6.34822377256322,5.41822061208151e-08,1.47472089508832e-06,8.11968261913159
"TMSB10",1.11137107687223,8.90577325994832,6.33835493166053,5.61734687957895e-08,1.52682715663959e-06,8.08439580453564
"NR3C1",-1.14054503399769,4.21077636312445,-6.33792598456426,5.62616529945021e-08,1.52713494992864e-06,8.08286220894055
"IRS1",-1.24731361393357,3.72591778430314,-6.33635194813643,5.65864313506798e-08,1.53385512211004e-06,8.07723472546006
"ME3",-1.04875439831002,4.07803250733011,-6.30656561188806,6.30968348196989e-08,1.69874120736124e-06,7.9707727756658
"PRKG1",-1.03200140462832,2.19669565208307,-6.30489153899583,6.3484121442876e-08,1.70685522185183e-06,7.96479104239336
"FOS",-1.79784536508665,8.4449258422859,-6.30330313852938,6.38537772354801e-08,1.71216018878779e-06,7.95911560236803
"KY",-1.20777475571206,1.37749326039123,-6.30223640801844,6.41032315878969e-08,1.71653249113197e-06,7.95530421117084
"NCAPG",1.01215354200074,1.22329656820243,6.29574518363082,6.56422644107813e-08,1.75301902093792e-06,7.9321129287348
"MTURN",-1.18741811833193,3.96009855708736,-6.29259385487593,6.64026427531487e-08,1.77094511256686e-06,7.92085515497616
"CTSG",-1.6488242911807,1.86830227702791,-6.29012390382669,6.70047401119939e-08,1.78221844884231e-06,7.91203199656139
"CDO1",-1.37346957535251,1.97304527659021,-6.28960870650035,6.71310129803433e-08,1.78318996912626e-06,7.91019166090808
"CRIM1",-1.23336125593039,5.91892904044303,-6.28791897328426,6.75468258542312e-08,1.79183963003701e-06,7.90415589370751
"PI4K2A",-1.83423058160907,6.73040039506335,-6.28292645248064,6.87904415126676e-08,1.81303570373684e-06,7.88632362726922
"POC1A",1.15500091721782,1.88259041111199,6.27780773218341,7.00891706568981e-08,1.84051986930536e-06,7.86804237544713
"TBC1D31",1.29512105274384,3.14679611027872,6.27682994470974,7.03400200706849e-08,1.84378081633831e-06,7.86455046209226
"PRELP",-1.21975380380714,3.88211580506923,-6.26949650339077,7.22501196863318e-08,1.88638321688269e-06,7.83836309973789
"SOD3",-1.37161026655679,5.03842712667661,-6.26596423749428,7.3188494240949e-08,1.90837558014884e-06,7.82575088872584
"BTNL9",-1.96174572379415,4.2891805259444,-6.26135711656508,7.44306738330935e-08,1.93568463140018e-06,7.80930214787625
"MME",-1.56878994483001,3.95014981339064,-6.2604582378964,7.46754675296477e-08,1.93951224097591e-06,7.80609306835012
"NPIPA7",-1.92737104924084,11.0858356681012,-6.25536575821779,7.6077528052533e-08,1.9733477870441e-06,7.78791352993036
"MEX3A",2.23157861295615,3.46955058749086,6.2530956453331,7.67109526625097e-08,1.98718372679453e-06,7.77981009596858
"SPAG5",1.21565667438893,3.25557790024327,6.24919984037295,7.78102534324087e-08,2.01169226008699e-06,7.76590442383532
"BDKRB2",-1.40340204921334,2.40791288959208,-6.24902643404462,7.7859547436051e-08,2.01169226008699e-06,7.76528549325895
"AREG",-2.40978088475538,3.08001692587302,-6.24754270746547,7.82825978521524e-08,2.01999602172002e-06,7.75998979037903
"UQCR11",-1.56562837905005,9.34812275240644,-6.24493673999551,7.90311769956168e-08,2.03666725775086e-06,7.75068898050886
"CDKN3",1.3799005386617,1.46777787442508,6.2440257854197,7.92945316653943e-08,2.03967908878681e-06,7.74743786037107
"1-Sep",-1.86901641401925,7.58087420383649,-6.2435262299059,7.94393226889683e-08,2.03967908878681e-06,7.74565501436307
"RMI2",1.10883740083352,1.96158547378169,6.24346868753407,7.94560176516681e-08,2.03967908878681e-06,7.7454496545896
"HOXA5",-1.35388389807856,2.18073280971993,-6.24301727697083,7.95871081800303e-08,2.04040806765035e-06,7.74383864884887
"GLI3",-1.25796736307201,4.3339143218733,-6.232965604602,8.25625694004839e-08,2.11124284609809e-06,7.70796982903556
"IFI6",1.9548425049085,6.35243399226093,6.23173823518265,8.29333965656229e-08,2.11799955830638e-06,7.70359053880175
"HIST1H2BN",1.75838427104642,5.40683994420176,6.22168601943016,8.60335620726201e-08,2.18873347608308e-06,7.66772813574151
"CHAF1A",1.03570370831724,4.02345653007738,6.21435020799779,8.83685380445335e-08,2.2423939749768e-06,7.6415615731031
"TGFBR2",-1.05349018271864,4.84433025487692,-6.21368595909135,8.85830566830445e-08,2.24497034851455e-06,7.63919242245791
"TAGLN2",1.04022005989722,7.83025025201551,6.21011473809068,8.97452962810537e-08,2.2715277602653e-06,7.62645566063881
"HIST1H4A",2.10476904349936,4.42215998787923,6.20922801313721,9.00362220699257e-08,2.27309999530795e-06,7.62329330559062
"SOX11",1.69631365922333,1.33624684510601,6.20572469352597,9.11948372407224e-08,2.29942921463948e-06,7.61079989266219
"PALMD",-1.64742565419657,3.25543944436507,-6.19889573641986,9.34961344052216e-08,2.35130834729336e-06,7.58644941174379
"RTL1",-1.28593416141161,1.58169512308033,-6.1965905452797,9.42859399451888e-08,2.3623800009722e-06,7.57823044427547
"CLPS",2.01798726805167,1.47570548741718,6.19442349248813,9.50344710443957e-08,2.37813590073186e-06,7.57050437268596
